customer_id,churn_prob,ltv,revenue_at_risk,is_top_20_risk,rfm_segment,r_score,f_score,m_score,recommended_action,days_since_last_purchase,total_orders,avg_order_value
CUST0217,2.1329419997942983e-06,40908.55,0.09,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,24,13,3146.8115384615385
CUST0218,0.9965670391273044,40167.51,40029.62,1,At Risk,2,3,4,Urgent Win-back Campaign,162,10,4016.751
CUST0219,0.9581037024127045,29702.87,28458.43,1,Hibernating,2,2,4,Reactivation Email Series,95,9,3300.318888888889
CUST0220,0.0003259392802455365,26055.28,8.49,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,33,10,2605.528
CUST0221,8.995766475564266e-07,52806.5,0.05,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,2,10,5280.65
CUST0222,0.9288532581844474,36102.31,33533.75,1,Hibernating,2,2,4,Reactivation Email Series,91,9,4011.3677777777775
CUST0223,1.2586071536273873e-06,14417.97,0.02,0,New Customers,5,2,3,Discount + Personalized Outreach,2,5,2883.594
CUST0224,1.2695930605120413e-06,71472.8,0.09,0,Champions,5,4,5,Discount + Personalized Outreach,3,18,3970.711111111111
CUST0225,0.9714181701219435,33039.56,32095.23,1,At Risk,2,3,4,Urgent Win-back Campaign,110,11,3003.5963636363635
CUST0226,0.0005873134245280991,33019.2,19.39,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,51,10,3301.92
CUST0227,0.9999992240650785,10079.66,10079.65,0,Hibernating,1,2,3,Reactivation Email Series,233,5,2015.932
CUST0228,0.09638752379522121,36455.44,3513.85,0,Loyal Customers,3,4,4,Discount + Personalized Outreach,83,16,2278.465
CUST0229,0.06609009104443711,22895.76,1513.18,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,65,7,3270.8228571428576
CUST0230,2.486290491950465e-06,54994.15,0.14,0,Champions,5,4,5,Discount + Personalized Outreach,29,18,3055.230555555556
CUST0231,1.9853621411842583e-06,23895.45,0.05,0,New Customers,5,2,3,Discount + Personalized Outreach,21,5,4779.09
CUST0232,0.00023334453872057918,43563.39,10.17,0,New Customers,4,2,4,Discount + Personalized Outreach,37,8,5445.42375
CUST0233,8.233068313341367e-07,51298.14,0.04,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,0,13,3946.010769230769
CUST0234,0.00021563166492609976,22645.65,4.88,0,New Customers,4,2,3,Discount + Personalized Outreach,32,8,2830.70625
CUST0235,0.07691029976606027,62787.56,4829.01,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,71,12,5232.296666666666
CUST0236,1.6899383452728424e-06,47309.5,0.08,0,Champions,5,4,4,Discount + Personalized Outreach,25,16,2956.84375
CUST0237,0.06153833911740141,45040.58,2771.72,0,Potential Loyalists,3,2,4,Discount + Personalized Outreach,61,9,5004.5088888888895
CUST0238,2.5273233778071173e-06,42958.67,0.11,0,Champions,5,5,4,Discount + Personalized Outreach,29,20,2147.9335
CUST0239,0.9966027081666021,37652.8,37524.88,1,Hibernating,2,2,4,Reactivation Email Series,148,7,5378.971428571429
CUST0240,0.9989801824900357,17871.92,17853.69,0,Hibernating,2,2,3,Reactivation Email Series,172,6,2978.653333333333
CUST0241,0.9961575976172998,74596.23,74309.6,1,At Risk,2,3,5,Urgent Win-back Campaign,143,14,5328.302142857144
CUST0242,3.1202927387264965e-06,20128.33,0.06,0,New Customers,5,2,3,Discount + Personalized Outreach,29,9,2236.481111111111
CUST0243,0.9131571182789976,46491.13,42453.71,1,At Risk,2,3,4,Urgent Win-back Campaign,91,10,4649.112999999999
CUST0244,4.1387775250597046e-06,33756.09,0.14,0,New Customers,5,2,4,Discount + Personalized Outreach,29,8,4219.5112500000005
CUST0245,0.9907917716070438,23262.65,23048.44,1,Hibernating,2,2,3,Reactivation Email Series,132,8,2907.83125
CUST0246,0.9952441769314305,45164.2,44949.41,1,Hibernating,2,2,4,Reactivation Email Series,147,9,5018.2444444444445
CUST0247,1.4336893268838615e-06,25297.07,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,18,12,2108.089166666666
CUST0248,0.9999964720994315,52311.11,52310.93,1,Cant Lose Them,1,3,5,Urgent Win-back Campaign,195,10,5231.111
CUST0249,2.340768623816886e-06,55834.52,0.13,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,17,12,4652.876666666666
CUST0250,1.9633327270909838e-06,25889.81,0.05,0,New Customers,5,2,4,Discount + Personalized Outreach,19,9,2876.645555555556
CUST0251,6.045162711347176e-07,37505.64,0.02,0,Champions,5,4,4,Discount + Personalized Outreach,4,15,2500.376
CUST0252,2.1347314681373814e-06,39994.6,0.09,0,Champions,5,4,4,Discount + Personalized Outreach,29,15,2666.3066666666664
CUST0253,0.08691781846936357,49461.72,4299.1,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,83,12,4121.81
CUST0254,0.00020098406821201373,61663.74,12.39,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,37,14,4404.552857142857
CUST0255,0.9665903405326978,44591.35,43101.57,1,At Risk,2,3,4,Urgent Win-back Campaign,115,12,3715.945833333333
CUST0256,0.0004059699004671895,49596.34,20.13,0,Champions,4,4,4,Discount + Personalized Outreach,57,17,2917.4317647058824
CUST0257,3.219073785163105e-06,57387.85,0.18,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,19,12,4782.320833333333
CUST0258,2.520941704092007e-06,48478.53,0.12,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,27,12,4039.8775
CUST0259,1.6071920454689118e-06,52492.25,0.08,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,10,12,4374.354166666667
CUST0260,2.987954129610113e-06,36294.18,0.11,0,New Customers,5,2,4,Discount + Personalized Outreach,9,9,4032.6866666666665
CUST0261,0.9348427687753501,47835.33,44718.51,1,At Risk,2,3,4,Urgent Win-back Campaign,94,12,3986.2775
CUST0262,0.0005451390458028947,67772.17,36.95,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,52,13,5213.243846153846
CUST0263,0.9411732213094604,57881.8,54476.8,1,At Risk,2,3,5,Urgent Win-back Campaign,92,11,5261.981818181818
CUST0264,2.7171039239546092e-06,66619.26,0.18,0,Champions,5,4,5,Discount + Personalized Outreach,23,15,4441.284
CUST0265,0.9999904998200242,31301.96,31301.66,1,Hibernating,1,2,4,Reactivation Email Series,193,9,3477.9955555555557
CUST0266,1.2274936992528847e-06,61080.38,0.07,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,5,13,4698.49076923077
CUST0267,0.0004936545705893424,25626.91,12.65,0,New Customers,4,2,4,Discount + Personalized Outreach,40,7,3660.987142857143
CUST0268,0.9999969268300306,46811.74,46811.6,1,Cant Lose Them,1,3,4,Urgent Win-back Campaign,218,10,4681.174
CUST0269,0.9922714898950905,40252.04,39940.95,1,At Risk,2,3,4,Urgent Win-back Campaign,145,11,3659.276363636364
CUST0270,2.484242134891765e-06,26148.77,0.06,0,New Customers,5,2,4,Discount + Personalized Outreach,7,8,3268.59625
CUST0271,0.0005873447640853492,58446.65,34.33,0,Champions,4,4,5,Discount + Personalized Outreach,55,15,3896.4433333333336
CUST0272,2.175292361450714e-06,13513.33,0.03,0,New Customers,5,2,3,Discount + Personalized Outreach,14,9,1501.4811111111112
CUST0273,3.397280775494116e-06,59972.08,0.2,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,28,10,5997.2080000000005
CUST0274,1.0695274017285884e-06,49579.4,0.05,0,Champions,5,4,4,Discount + Personalized Outreach,8,15,3305.293333333333
CUST0275,2.2908788804704226e-06,34939.64,0.08,0,New Customers,5,2,4,Discount + Personalized Outreach,16,9,3882.182222222222
CUST0276,0.9651998458952108,55641.46,53705.13,1,At Risk,2,3,5,Urgent Win-back Campaign,106,12,4636.788333333333
CUST0277,1.5098140002637202e-06,41090.04,0.06,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,18,11,3735.458181818182
CUST0278,0.0004244800374238295,63950.79,27.15,0,Champions,4,4,5,Discount + Personalized Outreach,45,15,4263.386
CUST0279,0.997544673630796,20940.49,20889.07,1,Hibernating,2,2,3,Reactivation Email Series,164,6,3490.081666666667
CUST0280,0.9633200019559107,52895.67,50955.46,1,At Risk,2,3,5,Urgent Win-back Campaign,109,12,4407.972500000001
CUST0281,0.00034460783971957754,47153.48,16.25,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,40,11,4286.679999999999
CUST0282,0.20519352954652534,42116.92,8642.12,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,87,10,4211.692000000001
CUST0283,0.00048157259193694563,46671.3,22.48,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,55,11,4242.845454545454
CUST0284,1.929450324236656e-06,61004.38,0.12,0,Champions,5,4,5,Discount + Personalized Outreach,25,16,3812.77375
CUST0285,0.0005260791605031091,44257.96,23.28,0,Champions,4,4,4,Discount + Personalized Outreach,59,16,2766.1225
CUST0286,1.1369159613509495e-06,66924.81,0.08,0,Champions,5,4,5,Discount + Personalized Outreach,2,15,4461.654
CUST0287,0.0003443338962844741,51950.57,17.89,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,41,14,3710.755
CUST0288,0.9800895025205304,15656.08,15344.36,0,Hibernating,2,1,3,Reactivation Email Series,105,4,3914.02
CUST0289,0.9507549548949524,35563.45,33812.13,1,At Risk,2,4,4,Urgent Win-back Campaign,106,15,2370.896666666667
CUST0290,3.4919936120958383e-06,72843.29,0.25,0,Champions,5,4,5,Discount + Personalized Outreach,30,15,4856.2193333333325
CUST0291,0.9993019567782778,25209.34,25191.74,1,Hibernating,2,2,4,Reactivation Email Series,153,8,3151.1675
CUST0292,7.97146049196884e-07,41043.57,0.03,0,Champions,5,4,4,Discount + Personalized Outreach,2,15,2736.238
CUST0293,0.09460045346130487,32107.76,3037.41,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,77,12,2675.646666666667
CUST0294,1.6904162003656502e-06,64206.39,0.11,0,Champions,5,4,5,Discount + Personalized Outreach,9,16,4012.899375
CUST0295,0.0001196042240908244,34836.81,4.17,0,Champions,4,4,4,Discount + Personalized Outreach,31,19,1833.5163157894733
CUST0296,0.9838710009815829,32299.23,31778.28,1,Hibernating,2,2,4,Reactivation Email Series,125,7,4614.175714285714
CUST0297,0.00027321325907852796,60016.57,16.4,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,38,13,4616.659230769231
CUST0298,1.4689143204381162e-06,28916.9,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,9,14,2065.492857142857
CUST0299,0.0002050260733139937,36156.89,7.41,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,32,11,3286.99
CUST0300,1.2849385638230858e-06,37299.11,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,8,11,3390.8281818181817
CUST0301,0.9890153623927266,52502.99,51926.26,1,At Risk,2,3,5,Urgent Win-back Campaign,128,11,4772.999090909091
CUST0302,0.9430813857423985,46153.73,43526.72,1,At Risk,2,3,4,Urgent Win-back Campaign,99,12,3846.144166666667
CUST0303,0.001176704158981505,62456.86,73.49,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,60,11,5677.896363636363
CUST0304,0.959958438875388,18385.68,17649.49,0,Hibernating,2,2,3,Reactivation Email Series,109,9,2042.8533333333332
CUST0305,0.0004883417488458354,32848.9,16.04,0,New Customers,4,2,4,Discount + Personalized Outreach,42,9,3649.8777777777777
CUST0306,2.4305630446675563e-06,54265.29,0.13,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,27,14,3876.092142857143
CUST0307,1.085288817934857e-06,65010.47,0.07,0,Champions,5,4,5,Discount + Personalized Outreach,13,15,4334.031333333333
CUST0308,0.00036692569759871023,37612.03,13.8,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,38,13,2893.2330769230766
CUST0309,0.06457104472160329,88830.8,5735.9,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,74,18,4935.044444444445
CUST0310,0.05190294616465245,77068.53,4000.08,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,63,14,5504.895
CUST0311,0.0005459236379978385,52857.65,28.86,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,46,14,3775.546428571429
CUST0312,1.8563059670496688e-06,27264.76,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,19,10,2726.476
CUST0313,0.00032928281571353797,26376.61,8.69,0,New Customers,4,2,4,Discount + Personalized Outreach,39,9,2930.7344444444443
CUST0314,0.13214769808079066,16928.51,2237.06,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,89,7,2418.358571428572
CUST0315,0.0007676301664801753,32161.09,24.69,0,New Customers,4,2,4,Discount + Personalized Outreach,52,9,3573.454444444445
CUST0316,7.583632027155383e-07,41311.05,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,3,12,3442.5875
CUST0317,3.4574521889251837e-06,26283.29,0.09,0,New Customers,5,2,4,Discount + Personalized Outreach,22,9,2920.365555555556
CUST0318,1.1238447358681803e-06,74374.07,0.08,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,9,14,5312.433571428572
CUST0319,0.00023137174796287048,15112.44,3.5,0,Loyal Customers,4,3,3,Discount + Personalized Outreach,39,10,1511.244
CUST0320,0.0001838681846337564,47500.86,8.73,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,32,14,3392.918571428572
CUST0321,0.000209440146834156,56609.42,11.86,0,Champions,4,4,5,Discount + Personalized Outreach,32,15,3773.961333333333
CUST0322,0.9277263456917192,49878.99,46274.05,1,At Risk,2,3,4,Urgent Win-back Campaign,97,11,4534.453636363636
CUST0323,0.10362141548335618,23962.98,2483.08,0,Loyal Customers,3,3,3,Discount + Personalized Outreach,72,10,2396.298
CUST0324,0.06948062412625433,56600.18,3932.62,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,65,15,3773.345333333333
CUST0325,0.9887752895641251,50677.14,50108.3,1,At Risk,2,3,5,Urgent Win-back Campaign,126,10,5067.714
CUST0326,2.416599378628185e-06,48125.63,0.12,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,14,10,4812.563
CUST0327,1.1443285868774174e-06,38138.94,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,11,10,3813.894
CUST0328,0.9999999923589032,26825.19,26825.19,1,Hibernating,1,2,4,Reactivation Email Series,330,5,5365.038
CUST0329,0.0003752191969484143,58245.9,21.85,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,45,12,4853.825
CUST0330,7.0327188817003e-06,39566.63,0.28,0,New Customers,5,2,4,Discount + Personalized Outreach,29,9,4396.292222222222
CUST0331,9.19561249234994e-07,40222.47,0.04,0,Champions,5,4,4,Discount + Personalized Outreach,7,16,2513.904375
CUST0332,0.00023841265795531173,23508.15,5.6,0,New Customers,4,2,3,Discount + Personalized Outreach,33,7,3358.307142857143
CUST0333,0.0005175357580429751,42840.95,22.17,0,New Customers,4,2,4,Discount + Personalized Outreach,50,9,4760.105555555555
CUST0334,0.04166190338176794,40197.91,1674.72,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,62,10,4019.791
CUST0335,0.9861734359228058,65385.87,64481.81,1,At Risk,2,3,5,Urgent Win-back Campaign,115,12,5448.8225
CUST0336,0.0006180791528557694,50654.33,31.31,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,46,12,4221.194166666667
CUST0337,0.9999949908940509,25592.07,25591.94,1,Hibernating,1,2,4,Reactivation Email Series,183,6,4265.345
CUST0338,0.9938276001642463,54570.74,54233.91,1,Hibernating,2,2,5,Reactivation Email Series,143,9,6063.415555555555
CUST0339,0.09650680550105062,53319.17,5145.66,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,68,15,3554.6113333333337
CUST0340,8.404707879381834e-07,16955.44,0.01,0,New Customers,5,2,3,Discount + Personalized Outreach,2,8,2119.43
CUST0341,0.0005950240615166291,30611.68,18.21,0,New Customers,4,2,4,Discount + Personalized Outreach,35,7,4373.097142857143
CUST0342,0.9999999829134415,26294.01,26294.01,1,Hibernating,1,2,4,Reactivation Email Series,319,5,5258.802000000001
CUST0343,1.5717767725526513e-06,25415.56,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,13,11,2310.5054545454545
CUST0344,0.06246243814091558,30358.5,1896.27,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,70,12,2529.875
CUST0345,0.00018989508876935865,58692.91,11.15,0,Champions,4,4,5,Discount + Personalized Outreach,35,15,3912.860666666667
CUST0346,0.0894800311997664,64938.58,5810.71,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,76,14,4638.47
CUST0347,0.000691166929833697,62905.33,43.48,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,38,13,4838.871538461539
CUST0348,0.0005868038739996852,26999.41,15.84,0,New Customers,4,2,4,Discount + Personalized Outreach,55,9,2999.9344444444446
CUST0349,0.0006997991792675598,67872.79,47.5,0,Champions,4,4,5,Discount + Personalized Outreach,49,15,4524.852666666667
CUST0350,2.8539859514678867e-06,37800.98,0.11,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,25,13,2907.7676923076924
CUST0351,0.0002601761557619997,48480.34,12.61,0,New Customers,4,2,4,Discount + Personalized Outreach,38,8,6060.0425000000005
CUST0352,9.493954461720972e-07,44979.64,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,2,13,3459.972307692308
CUST0353,1.7993662202960619e-06,22606.88,0.04,0,New Customers,5,2,3,Discount + Personalized Outreach,19,8,2825.86
CUST0354,0.03936878188486559,33565.12,1321.42,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,62,11,3051.3745454545456
CUST0355,0.00023149090848933286,27521.73,6.37,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,35,11,2501.9754545454543
CUST0356,3.0283157132176096e-06,48316.82,0.15,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,12,10,4831.682
CUST0357,8.619202598600163e-07,75766.39,0.07,0,Champions,5,4,5,Discount + Personalized Outreach,7,18,4209.243888888889
CUST0358,1.6151650299278063e-06,35177.76,0.06,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,21,12,2931.48
CUST0359,0.9934203535819919,25084.29,24919.24,1,Hibernating,2,2,4,Reactivation Email Series,139,9,2787.143333333333
CUST0360,0.06865761253105092,39499.29,2711.93,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,68,13,3038.4069230769232
CUST0361,1.8971009030160805e-06,45750.16,0.09,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,19,10,4575.016
CUST0362,0.9829818086649764,56553.57,55591.13,1,At Risk,2,4,5,Urgent Win-back Campaign,124,15,3770.238
CUST0363,2.0083660419805487e-06,66298.89,0.13,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,19,13,5099.914615384615
CUST0364,0.9999889239275073,30191.91,30191.58,1,Hibernating,1,2,4,Reactivation Email Series,187,8,3773.98875
CUST0365,0.04242544424546023,48532.17,2059.0,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,65,12,4044.3475
CUST0366,0.09404673910212041,54163.18,5093.87,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,78,16,3385.19875
CUST0367,0.000469599232115303,20315.4,9.54,0,Loyal Customers,4,3,3,Discount + Personalized Outreach,46,11,1846.8545454545456
CUST0368,1.4549659774344165e-06,118133.98,0.17,0,Champions,5,5,5,Discount + Personalized Outreach,12,24,4922.2491666666665
CUST0369,0.9726256221365853,35707.02,34729.56,1,Hibernating,2,2,4,Reactivation Email Series,116,7,5101.002857142857
CUST0370,0.9973810608650245,31552.46,31469.83,1,At Risk,2,3,4,Urgent Win-back Campaign,148,12,2629.3716666666664
CUST0371,1.719384762886798e-06,66182.58,0.11,0,Champions,5,4,5,Discount + Personalized Outreach,18,16,4136.41125
CUST0372,0.9999912504627478,14161.0,14160.88,0,Hibernating,1,2,3,Reactivation Email Series,193,6,2360.1666666666665
CUST0373,6.67695800019567e-07,44943.34,0.03,0,Champions,5,4,4,Discount + Personalized Outreach,1,17,2643.7258823529414
CUST0374,0.999999764925964,50672.44,50672.43,1,Cant Lose Them,1,3,5,Urgent Win-back Campaign,272,10,5067.244000000001
CUST0375,0.000627498139082411,57416.78,36.03,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,43,10,5741.678
CUST0376,1.6667242819412676e-06,35195.99,0.06,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,20,11,3199.635454545454
CUST0377,1.358579577842923e-06,60572.26,0.08,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,7,10,6057.226000000001
CUST0378,0.9554497293628837,43956.57,41998.29,1,At Risk,2,3,4,Urgent Win-back Campaign,97,12,3663.0475
CUST0379,0.9991601503621081,41478.97,41444.13,1,At Risk,2,3,4,Urgent Win-back Campaign,164,10,4147.897
CUST0380,0.05719227073957182,23900.25,1366.91,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,67,7,3414.3214285714284
CUST0381,1.5930230983889755e-06,50646.75,0.08,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,7,10,5064.675
CUST0382,6.200060387232226e-07,48991.57,0.03,0,Champions,5,4,4,Discount + Personalized Outreach,3,16,3061.973125
CUST0383,1.7570252514334586e-06,56220.72,0.1,0,Champions,5,4,5,Discount + Personalized Outreach,12,16,3513.795
CUST0384,0.06309286838507903,26897.45,1697.04,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,70,10,2689.745
CUST0385,4.112403124979391e-06,67662.09,0.28,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,29,13,5204.776153846154
CUST0386,0.9929870692471867,20254.26,20112.22,0,Hibernating,2,2,3,Reactivation Email Series,105,7,2893.4657142857145
CUST0387,0.9505629371719855,37429.22,35578.83,1,At Risk,2,3,4,Urgent Win-back Campaign,103,12,3119.101666666667
CUST0388,0.0005105859073706333,27325.77,13.95,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,53,12,2277.1475
CUST0389,0.05957638116481652,46749.26,2785.15,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,71,11,4249.932727272728
CUST0390,4.0112860384751546e-06,19699.34,0.08,0,New Customers,5,2,3,Discount + Personalized Outreach,22,7,2814.191428571429
CUST0391,0.00019440574802187904,70531.4,13.71,0,Champions,4,4,5,Discount + Personalized Outreach,34,16,4408.2125
CUST0392,0.9918633219696611,50842.99,50429.3,1,At Risk,2,3,5,Urgent Win-back Campaign,144,11,4622.09
CUST0393,0.0798128482258337,15376.69,1227.26,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,63,7,2196.67
CUST0394,2.841009730292307e-06,65404.46,0.19,0,Champions,5,4,5,Discount + Personalized Outreach,28,16,4087.77875
CUST0395,1.1022340864082267e-06,37722.43,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,11,12,3143.5358333333334
CUST0396,0.1933104386839714,28535.37,5516.18,0,Potential Loyalists,3,2,4,Discount + Personalized Outreach,83,9,3170.596666666667
CUST0397,0.00030793728644434035,46114.22,14.2,0,Champions,4,4,4,Discount + Personalized Outreach,50,15,3074.2813333333334
CUST0398,0.0002609821363715626,39592.01,10.33,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,40,11,3599.2736363636363
CUST0399,8.117809772040741e-07,43496.28,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,2,13,3345.8676923076923
CUST0400,1.4407266776286091e-06,28971.58,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,13,10,2897.158
CUST0401,0.0005477392644607629,33406.97,18.3,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,57,11,3036.997272727273
CUST0402,0.000558056160527015,44857.93,25.03,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,57,13,3450.61
CUST0403,0.0008288162397323768,38440.22,31.86,0,New Customers,4,2,4,Discount + Personalized Outreach,54,9,4271.135555555556
CUST0404,0.000340348194580871,74844.71,25.47,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,42,12,6237.059166666666
CUST0405,0.08133469938512385,47802.43,3888.0,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,68,12,3983.535833333333
CUST0406,7.835907381378097e-06,51222.29,0.4,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,25,13,3940.1761538461537
CUST0407,0.0004826798407241421,36020.14,17.39,0,New Customers,4,2,4,Discount + Personalized Outreach,37,9,4002.237777777778
CUST0408,0.9970609729911911,42360.49,42235.99,1,At Risk,2,3,4,Urgent Win-back Campaign,160,11,3850.9536363636366
CUST0409,2.1401167367970705e-06,56630.64,0.12,0,Champions,5,4,5,Discount + Personalized Outreach,26,15,3775.376
CUST0410,0.07793250665478205,6968.07,543.04,0,Potential Loyalists,3,2,2,Discount + Personalized Outreach,69,5,1393.614
CUST0411,2.2797797760894493e-06,59101.84,0.13,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,20,11,5372.894545454546
CUST0412,0.9999999965365394,15833.41,15833.41,0,Hibernating,1,2,3,Reactivation Email Series,361,7,2261.9157142857143
CUST0413,1.089425991660104e-06,54196.14,0.06,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,3,12,4516.345
CUST0414,0.9934869081116581,31807.32,31600.16,1,Hibernating,2,2,4,Reactivation Email Series,141,8,3975.915
CUST0415,0.00043675912443802726,39719.77,17.35,0,New Customers,4,2,4,Discount + Personalized Outreach,47,8,4964.9712500000005
CUST0416,0.00039435866511575184,68436.45,26.99,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,37,11,6221.495454545454
CUST0417,2.842757611207391e-06,55717.19,0.16,0,Champions,5,4,5,Discount + Personalized Outreach,28,17,3277.4817647058826
CUST0418,1.983207033274282e-06,77802.4,0.15,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,17,14,5557.314285714286
CUST0419,0.9662024016532277,36175.22,34952.58,1,At Risk,2,3,4,Urgent Win-back Campaign,111,13,2782.709230769231
CUST0420,0.9932897904227164,15388.78,15285.52,0,Hibernating,2,2,3,Reactivation Email Series,141,6,2564.7966666666666
CUST0421,0.9241877847644377,45181.63,41756.31,1,Hibernating,2,2,4,Reactivation Email Series,93,9,5020.181111111111
CUST0422,1.3818771917951647e-06,35786.87,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,17,11,3253.3518181818185
CUST0423,6.520020187041108e-07,44219.06,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,0,10,4421.906
CUST0424,2.148047424366462e-06,64139.4,0.14,0,Champions,5,4,5,Discount + Personalized Outreach,29,19,3375.757894736842
CUST0425,0.09059903547681858,52984.51,4800.35,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,79,12,4415.3758333333335
CUST0426,0.0007846296034575155,33235.35,26.08,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,48,10,3323.535
CUST0427,0.0001649544481526055,40669.58,6.71,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,32,10,4066.958
CUST0428,7.284789110460408e-07,43792.08,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,1,10,4379.2080000000005
CUST0429,1.7104513197110641e-06,50217.72,0.09,0,Champions,5,4,5,Discount + Personalized Outreach,12,16,3138.6075
CUST0430,0.0470152045781886,29840.66,1402.96,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,65,14,2131.4757142857143
CUST0431,0.9999996257816365,89963.57,89963.54,1,Cant Lose Them,1,3,5,Urgent Win-back Campaign,261,12,7496.964166666666
CUST0432,0.9974115183738899,28732.72,28658.35,1,Hibernating,2,2,4,Reactivation Email Series,158,9,3192.5244444444447
CUST0433,0.050219117102420434,26873.55,1349.57,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,63,12,2239.4625
CUST0434,1.7217048712447063e-06,53165.4,0.09,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,14,14,3797.528571428572
