customer_id,last_purchase,first_purchase,total_orders,total_revenue,total_items,avg_order_value,unique_products,days_since_last_purchase,customer_lifespan_days,avg_days_between_orders,purchase_frequency,ltv,churned,r_score,f_score,m_score,rfm_avg,rfm_segment,segment,city,signup_date,days_since_signup
CUST0133,2025-11-17,2024-11-06,10,32179.08,28,3217.9080000000004,9,153,376,41.77777777777778,0.7978723404255319,32179.08,1,2,3,4,3.0,At Risk,Premium,Pune,2025-08-21,241
CUST0134,2026-03-24,2024-07-24,11,21757.059999999998,41,1977.9145454545453,9,26,608,60.8,0.5427631578947368,21757.06,0,5,3,3,3.6666666666666665,Loyal Customers,Regular,Mumbai,2024-05-08,711
CUST0135,2025-06-15,2024-07-28,5,21755.91,11,4351.182,4,308,322,80.5,0.46583850931677023,21755.91,1,1,2,3,2.0,Hibernating,Budget,Bangalore,2024-04-17,732
CUST0136,2026-03-23,2024-05-25,14,56697.810000000005,33,4049.843571428572,10,27,667,51.30769230769231,0.6296851574212893,56697.81,0,5,3,5,4.333333333333333,Loyal Customers,Regular,Chennai,2024-07-26,632
CUST0137,2026-01-22,2024-06-14,10,28884.010000000002,34,2888.4010000000003,9,87,587,65.22222222222223,0.5110732538330494,28884.01,0,3,3,4,3.3333333333333335,Loyal Customers,Regular,Pune,2026-01-19,90
CUST0138,2025-10-03,2024-05-17,7,46448.2,25,6635.457142857143,4,198,504,84.0,0.41666666666666663,46448.2,1,1,2,4,2.3333333333333335,Hibernating,Budget,Ahmedabad,2025-05-19,335
CUST0139,2025-11-18,2024-05-23,8,26807.760000000002,22,3350.9700000000003,8,152,544,77.71428571428571,0.4411764705882353,26807.76,1,2,2,4,2.6666666666666665,Hibernating,Regular,Unknown,2023-11-15,886
CUST0140,2026-02-10,2024-05-05,17,33857.07,47,1991.5923529411764,11,68,646,40.375,0.7894736842105262,33857.07,0,3,4,4,3.6666666666666665,Loyal Customers,Budget,Delhi,2023-08-26,967
CUST0141,2026-02-27,2024-11-24,14,61438.78,48,4388.484285714286,11,51,460,35.38461538461539,0.9130434782608695,61438.78,0,4,3,5,4.0,Loyal Customers,Budget,Hyderabad,2025-05-30,324
CUST0142,2026-02-28,2024-05-06,11,34156.93,29,3105.1754545454546,7,50,663,66.3,0.4977375565610859,34156.93,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Delhi,2023-06-19,1035
CUST0143,2026-03-02,2024-09-30,10,27656.370000000003,25,2765.637,9,48,518,57.55555555555556,0.5791505791505792,27656.37,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Pune,2024-01-12,828
CUST0144,2026-01-07,2024-09-25,14,40858.8,31,2918.4857142857145,12,102,469,36.07692307692308,0.8955223880597015,40858.8,1,2,3,4,3.0,At Risk,Regular,Chennai,2025-03-02,413
CUST0145,2026-04-10,2024-05-04,7,17580.19,15,2511.4557142857143,7,9,706,117.66666666666667,0.29745042492917845,17580.19,0,5,2,3,3.3333333333333335,New Customers,Regular,Mumbai,2023-08-21,972
CUST0146,2026-04-17,2024-06-30,12,50092.11,40,4174.3425,8,2,656,59.63636363636363,0.5487804878048781,50092.11,0,5,3,5,4.333333333333333,Loyal Customers,Premium,Ahmedabad,2023-08-23,970
CUST0147,2026-02-16,2024-04-28,7,39015.21,25,5573.601428571428,6,62,659,109.83333333333333,0.31866464339908956,39015.21,0,3,2,4,3.0,Potential Loyalists,Regular,Mumbai,2025-10-01,200
CUST0148,2026-03-03,2024-05-13,11,43863.56,32,3987.5963636363635,8,47,659,65.9,0.5007587253414264,43863.56,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Chennai,2023-06-02,1052
CUST0149,2026-01-31,2024-07-14,17,41526.85,47,2442.755882352941,10,78,566,35.375,0.901060070671378,41526.85,0,3,4,4,3.6666666666666665,Loyal Customers,Premium,Pune,2025-12-09,131
CUST0150,2025-10-13,2024-06-11,11,28854.68,25,2623.152727272727,10,188,489,48.9,0.6748466257668712,28854.68,1,1,3,4,2.6666666666666665,Cant Lose Them,Regular,Kolkata,2024-10-29,537
CUST0151,2026-04-11,2024-09-02,12,57042.49,36,4753.5408333333335,10,8,586,53.27272727272727,0.614334470989761,57042.49,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Mumbai,2025-01-15,459
CUST0152,2026-04-02,2024-05-19,9,43022.060000000005,28,4780.22888888889,7,17,683,85.375,0.3953147877013177,43022.06,0,5,2,4,3.6666666666666665,New Customers,Regular,Kolkata,2024-05-27,692
CUST0153,2026-04-15,2024-06-04,14,42662.94,40,3047.3528571428574,8,4,680,52.30769230769231,0.6176470588235293,42662.94,0,5,3,4,4.0,Loyal Customers,Premium,Mumbai,2025-06-18,305
CUST0154,2026-03-18,2024-04-24,8,9206.94,21,1150.8675,6,32,693,99.0,0.3463203463203463,9206.94,0,4,2,2,2.6666666666666665,New Customers,Regular,Mumbai,2025-09-10,221
CUST0155,2026-02-13,2024-08-28,14,42661.08,35,3047.2200000000003,12,65,534,41.07692307692308,0.7865168539325842,42661.08,0,3,3,4,3.3333333333333335,Loyal Customers,Budget,Ahmedabad,2024-02-11,798
CUST0156,2026-04-11,2024-07-01,11,35308.85,26,3209.8954545454544,8,8,649,64.9,0.5084745762711864,35308.85,0,5,3,4,4.0,Loyal Customers,Regular,Hyderabad,2023-04-21,1094
CUST0157,2026-04-11,2024-06-04,10,48751.91,26,4875.191000000001,8,8,676,75.11111111111111,0.4437869822485207,48751.91,0,5,3,4,4.0,Loyal Customers,Regular,Hyderabad,2023-12-20,851
CUST0158,2026-02-13,2024-04-23,17,78075.47,54,4592.674705882353,13,65,661,41.3125,0.7715582450832073,78075.47,0,3,4,5,4.0,Loyal Customers,Budget,Bangalore,2025-12-06,134
CUST0159,2026-02-27,2024-05-19,14,32687.91,34,2334.8507142857143,11,51,649,49.92307692307692,0.6471494607087828,32687.91,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Delhi,2023-09-24,938
CUST0160,2026-03-25,2024-07-19,9,23783.83,23,2642.647777777778,7,25,614,76.75,0.4397394136807818,23783.83,0,5,2,3,3.3333333333333335,New Customers,Budget,Chennai,2025-04-27,357
CUST0161,2026-02-22,2024-05-20,12,40428.77,34,3369.0641666666666,10,56,643,58.45454545454545,0.5598755832037325,40428.77,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Chennai,2023-08-02,991
CUST0162,2026-01-19,2024-04-28,16,56760.520000000004,51,3547.5325000000003,11,90,631,42.06666666666667,0.7606973058637083,56760.52,0,3,4,5,4.0,Loyal Customers,Regular,Chennai,2025-08-18,244
CUST0163,2026-03-06,2024-07-19,12,50358.630000000005,39,4196.552500000001,10,44,595,54.09090909090909,0.6050420168067228,50358.63,0,4,3,5,4.0,Loyal Customers,Regular,Bangalore,2023-08-10,983
CUST0164,2025-06-07,2024-05-15,6,28822.24,22,4803.706666666667,5,316,388,77.6,0.4639175257731959,28822.24,1,1,2,4,2.3333333333333335,Hibernating,Regular,Hyderabad,2026-04-15,4
CUST0165,2026-02-06,2024-05-09,18,79229.24,61,4401.624444444445,15,72,638,37.529411764705884,0.8463949843260189,79229.24,0,3,4,5,4.0,Loyal Customers,Premium,Pune,2026-03-22,28
CUST0166,2025-12-11,2024-08-09,16,54672.78,52,3417.04875,14,129,489,32.6,0.9815950920245399,54672.78,1,2,4,5,3.6666666666666665,At Risk,Budget,Kolkata,2023-06-06,1048
CUST0167,2026-04-09,2024-08-03,17,51738.75,57,3043.455882352941,12,10,614,38.375,0.8306188925081434,51738.75,0,5,4,5,4.666666666666667,Champions,Regular,Ahmedabad,2025-07-27,266
CUST0168,2026-01-20,2024-10-26,11,28552.08,37,2595.6436363636367,10,89,451,45.1,0.7317073170731707,28552.08,0,3,3,4,3.3333333333333335,Loyal Customers,Premium,Kolkata,2026-01-29,80
CUST0169,2026-04-01,2024-06-17,9,35801.44,22,3977.937777777778,7,18,653,81.625,0.41347626339969373,35801.44,0,5,2,4,3.6666666666666665,New Customers,Premium,Pune,2026-01-12,97
CUST0170,2026-02-06,2024-05-19,17,65690.43000000001,55,3864.142941176471,12,72,628,39.25,0.8121019108280255,65690.43,0,3,4,5,4.0,Loyal Customers,Regular,Ahmedabad,2023-11-19,882
CUST0171,2026-02-07,2024-04-24,15,61217.94,51,4081.1960000000004,11,71,654,46.714285714285715,0.6880733944954128,61217.94,0,3,4,5,4.0,Loyal Customers,Regular,Bangalore,2025-02-24,419
CUST0172,2026-03-25,2024-10-02,8,42727.17,26,5340.89625,8,25,539,77.0,0.44526901669758817,42727.17,0,5,2,4,3.6666666666666665,New Customers,Premium,Pune,2025-08-01,261
CUST0173,2026-03-30,2024-09-23,10,30034.57,26,3003.457,9,20,553,61.44444444444444,0.5424954792043399,30034.57,0,5,3,4,4.0,Loyal Customers,Regular,Chennai,2024-01-20,820
CUST0174,2025-12-08,2024-07-09,13,29766.77,35,2289.7515384615385,8,132,517,43.083333333333336,0.7543520309477756,29766.77,1,2,3,4,3.0,At Risk,Regular,Delhi,2025-03-22,393
CUST0175,2026-02-27,2024-05-11,11,45603.909999999996,31,4145.8099999999995,9,51,657,65.7,0.5022831050228311,45603.91,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Mumbai,2025-06-16,307
CUST0176,2026-04-06,2024-08-07,15,57137.09,40,3809.139333333333,11,13,607,43.357142857142854,0.7413509060955519,57137.09,0,5,4,5,4.666666666666667,Champions,Premium,Kolkata,2024-10-26,540
CUST0177,2026-01-11,2024-05-26,8,36298.34,26,4537.2925,6,98,595,85.0,0.40336134453781514,36298.34,1,2,2,4,2.6666666666666665,Hibernating,Regular,Hyderabad,2024-12-21,484
CUST0178,2025-11-12,2024-05-03,11,41252.46,35,3750.223636363636,8,158,558,55.8,0.5913978494623655,41252.46,1,2,3,4,3.0,At Risk,Regular,Hyderabad,2025-06-03,320
CUST0179,2026-03-21,2025-01-07,10,42833.76,25,4283.376,9,29,438,48.666666666666664,0.684931506849315,42833.76,0,5,3,4,4.0,Loyal Customers,Budget,Unknown,2023-05-08,1077
CUST0180,2026-02-01,2024-08-27,15,48114.450000000004,45,3207.63,13,77,523,37.357142857142854,0.8604206500956023,48114.45,0,3,4,4,3.6666666666666665,Loyal Customers,Premium,Ahmedabad,2026-02-04,74
CUST0181,2026-03-31,2024-10-01,4,10970.42,14,2742.605,4,19,546,182.0,0.21978021978021978,10970.42,0,5,1,3,3.0,New Customers,Regular,Hyderabad,2025-02-22,421
CUST0182,2025-12-15,2024-06-18,12,35248.05,33,2937.3375,11,125,545,49.54545454545455,0.6605504587155963,35248.05,1,2,3,4,3.0,At Risk,Premium,Chennai,2025-11-27,143
CUST0183,2026-01-29,2024-07-16,9,51050.23,34,5672.2477777777785,8,80,562,70.25,0.48042704626334515,51050.23,0,3,2,5,3.3333333333333335,Potential Loyalists,Budget,Kolkata,2024-06-29,659
CUST0184,2026-02-21,2024-04-30,15,51919.06,48,3461.2706666666663,13,57,662,47.285714285714285,0.6797583081570997,51919.06,0,4,4,5,4.333333333333333,Champions,Budget,Pune,2025-09-07,224
CUST0185,2026-02-09,2024-05-06,14,56675.43,44,4048.245,8,69,644,49.53846153846154,0.6521739130434783,56675.43,0,3,3,5,3.6666666666666665,Loyal Customers,Regular,Chennai,2023-05-04,1081
CUST0186,2025-09-11,2024-11-21,8,33333.83,18,4166.72875,7,220,294,42.0,0.8163265306122448,33333.83,1,1,2,4,2.3333333333333335,Hibernating,Regular,Bangalore,2026-01-10,99
CUST0187,2026-03-17,2024-08-16,10,35881.28,35,3588.1279999999997,7,33,578,64.22222222222223,0.5190311418685122,35881.28,0,4,3,4,3.6666666666666665,Loyal Customers,Budget,Unknown,2024-06-25,663
CUST0188,2026-01-31,2024-05-27,11,46866.18,38,4260.561818181818,9,78,614,61.4,0.5374592833876222,46866.18,0,3,3,4,3.3333333333333335,Loyal Customers,Regular,Pune,2023-12-19,852
CUST0189,2026-04-01,2024-05-27,12,49475.78999999999,30,4122.982499999999,8,18,674,61.27272727272727,0.5341246290801187,49475.79,0,5,3,4,4.0,Loyal Customers,Regular,Delhi,2023-11-19,882
CUST0190,2026-01-24,2024-07-16,7,24844.26,18,3549.18,6,85,557,92.83333333333333,0.3770197486535009,24844.26,0,3,2,3,2.6666666666666665,Potential Loyalists,Regular,Bangalore,2025-07-26,267
CUST0191,2026-03-31,2024-06-22,11,41667.700000000004,36,3787.9727272727278,10,19,647,64.7,0.5100463678516228,41667.7,0,5,3,4,4.0,Loyal Customers,Premium,Delhi,2025-02-14,429
CUST0192,2026-04-14,2024-08-24,11,31969.84,31,2906.349090909091,9,5,598,59.8,0.5518394648829431,31969.84,0,5,3,4,4.0,Loyal Customers,Budget,Mumbai,2026-01-30,79
CUST0193,2026-01-30,2024-06-06,15,70354.62999999999,42,4690.308666666666,11,79,603,43.07142857142857,0.7462686567164178,70354.63,0,3,4,5,4.0,Loyal Customers,Budget,Delhi,2023-06-24,1030
CUST0194,2025-11-19,2024-04-24,8,35281.89,26,4410.23625,7,151,574,82.0,0.4181184668989547,35281.89,1,2,2,4,2.6666666666666665,Hibernating,Regular,Mumbai,2025-01-04,470
CUST0195,2026-03-31,2024-06-27,10,25145.61,33,2514.561,8,19,642,71.33333333333333,0.4672897196261683,25145.61,0,5,3,4,4.0,Loyal Customers,Regular,Mumbai,2023-07-05,1019
CUST0196,2025-07-30,2024-07-19,8,53669.15,29,6708.64375,8,263,376,53.714285714285715,0.6382978723404256,53669.15,1,1,2,5,2.6666666666666665,Hibernating,Regular,Delhi,2025-12-18,122
CUST0197,2026-03-06,2024-07-16,7,15679.140000000001,18,2239.877142857143,7,44,598,99.66666666666667,0.3511705685618729,15679.14,0,4,2,3,3.0,New Customers,Budget,Bangalore,2024-05-16,703
CUST0198,2025-12-15,2024-07-09,15,28138.469999999998,35,1875.898,11,125,524,37.42857142857143,0.8587786259541985,28138.47,1,2,4,4,3.3333333333333335,At Risk,Budget,Ahmedabad,2023-11-15,886
CUST0199,2026-01-08,2024-04-30,11,67806.0,36,6164.181818181818,8,101,618,61.8,0.5339805825242718,67806.0,1,2,3,5,3.3333333333333335,At Risk,Budget,Pune,2023-12-26,845
CUST0200,2026-03-26,2024-08-21,12,67710.08,38,5642.506666666667,9,24,582,52.90909090909091,0.6185567010309279,67710.08,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Chennai,2024-12-19,486
CUST0201,2026-03-09,2024-05-17,10,28224.68,34,2822.468,9,41,661,73.44444444444444,0.45385779122541603,28224.68,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Chennai,2024-05-05,714
CUST0202,2026-04-09,2024-07-06,10,29235.190000000002,22,2923.5190000000002,8,10,642,71.33333333333333,0.4672897196261683,29235.19,0,5,3,4,4.0,Loyal Customers,Premium,Pune,2025-06-04,319
CUST0203,2026-03-17,2024-05-29,11,50862.08,31,4623.825454545455,9,33,657,65.7,0.5022831050228311,50862.08,0,4,3,5,4.0,Loyal Customers,Premium,Kolkata,2023-09-26,936
CUST0204,2026-04-10,2024-05-01,15,66583.5,41,4438.9,9,9,709,50.642857142857146,0.6346967559943583,66583.5,0,5,4,5,4.666666666666667,Champions,Budget,Kolkata,2025-08-16,246
CUST0205,2026-03-25,2024-05-30,11,40359.52,33,3669.0472727272722,9,25,664,66.4,0.49698795180722893,40359.52,0,5,3,4,4.0,Loyal Customers,Regular,Mumbai,2024-04-17,732
CUST0206,2026-04-01,2024-06-03,11,30552.25,30,2777.4772727272725,9,18,667,66.7,0.4947526236881559,30552.25,0,5,3,4,4.0,Loyal Customers,Premium,Mumbai,2024-01-29,811
CUST0207,2026-02-20,2024-07-07,9,21245.83,24,2360.647777777778,9,58,593,74.125,0.45531197301854975,21245.83,0,4,2,3,3.0,New Customers,Premium,Unknown,2025-05-19,335
CUST0208,2026-02-21,2024-08-11,11,36804.65,32,3345.877272727273,6,57,559,55.9,0.590339892665474,36804.65,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Hyderabad,2025-01-08,466
CUST0209,2026-03-20,2024-05-13,14,44097.340000000004,38,3149.8100000000004,12,30,676,52.0,0.621301775147929,44097.34,0,5,3,4,4.0,Loyal Customers,Premium,Delhi,2023-07-09,1015
CUST0210,2026-02-18,2024-04-29,11,63794.52,43,5799.501818181818,10,60,660,66.0,0.5,63794.52,0,4,3,5,4.0,Loyal Customers,Premium,Mumbai,2023-11-07,894
CUST0211,2026-03-08,2024-06-16,12,54172.72,38,4514.393333333333,8,42,630,57.27272727272727,0.5714285714285714,54172.72,0,4,3,5,4.0,Loyal Customers,Regular,Chennai,2025-02-24,419
CUST0212,2026-03-21,2024-05-26,9,44367.81,30,4929.756666666666,7,29,664,83.0,0.4066265060240964,44367.81,0,5,2,4,3.6666666666666665,New Customers,Regular,Bangalore,2025-08-18,244
CUST0213,2025-12-13,2024-07-12,11,37644.83,30,3422.2572727272727,10,127,519,51.9,0.6358381502890174,37644.83,1,2,3,4,3.0,At Risk,Regular,Delhi,2026-02-19,59
CUST0214,2026-04-12,2024-05-03,13,54021.03,46,4155.463846153846,8,7,709,59.083333333333336,0.5500705218617772,54021.03,0,5,3,5,4.333333333333333,Loyal Customers,Regular,Bangalore,2024-11-21,514
CUST0215,2026-02-24,2024-05-15,11,44025.119999999995,38,4002.283636363636,9,54,650,65.0,0.5076923076923077,44025.12,0,4,3,4,3.6666666666666665,Loyal Customers,Budget,Delhi,2023-05-14,1071
CUST0216,2026-01-27,2024-04-21,12,48141.990000000005,35,4011.8325000000004,10,82,646,58.72727272727273,0.5572755417956656,48141.99,0,3,3,4,3.3333333333333335,Loyal Customers,Regular,Delhi,2024-10-28,538
CUST0217,2026-03-26,2024-05-25,13,40908.55,42,3146.8115384615385,11,24,670,55.833333333333336,0.582089552238806,40908.55,0,5,3,4,4.0,Loyal Customers,Regular,Pune,2023-12-22,849
CUST0218,2025-11-08,2024-05-01,10,40167.51,33,4016.751,9,162,556,61.77777777777778,0.539568345323741,40167.51,1,2,3,4,3.0,At Risk,Budget,Mumbai,2024-08-07,620
CUST0219,2026-01-14,2024-07-19,9,29702.87,21,3300.318888888889,6,95,544,68.0,0.4963235294117647,29702.87,1,2,2,4,2.6666666666666665,Hibernating,Regular,Ahmedabad,2026-02-03,75
CUST0220,2026-03-17,2024-08-04,10,26055.280000000002,27,2605.5280000000002,8,33,590,65.55555555555556,0.5084745762711864,26055.28,0,4,3,4,3.6666666666666665,Loyal Customers,Budget,Bangalore,2023-12-05,866
CUST0221,2026-04-17,2024-04-28,10,52806.5,35,5280.65,8,2,719,79.88888888888889,0.41724617524339364,52806.5,0,5,3,5,4.333333333333333,Loyal Customers,Regular,Ahmedabad,2023-11-06,895
CUST0222,2026-01-18,2024-06-02,9,36102.31,28,4011.3677777777775,8,91,595,74.375,0.45378151260504207,36102.31,1,2,2,4,2.6666666666666665,Hibernating,Regular,Bangalore,2023-08-01,992
CUST0223,2026-04-17,2024-07-24,5,14417.97,12,2883.594,5,2,632,158.0,0.23734177215189875,14417.97,0,5,2,3,3.3333333333333335,New Customers,Premium,Pune,2025-10-28,173
CUST0224,2026-04-16,2024-08-28,18,71472.8,59,3970.711111111111,13,3,596,35.05882352941177,0.9060402684563759,71472.8,0,5,4,5,4.666666666666667,Champions,Regular,Chennai,2025-04-26,358
CUST0225,2025-12-30,2024-07-17,11,33039.56,32,3003.5963636363635,10,110,531,53.1,0.6214689265536724,33039.56,1,2,3,4,3.0,At Risk,Regular,Ahmedabad,2024-08-11,616
CUST0226,2026-02-27,2024-05-28,10,33019.2,29,3301.9199999999996,7,51,640,71.11111111111111,0.46875,33019.2,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Chennai,2023-12-28,843
CUST0227,2025-08-29,2024-10-06,5,10079.66,9,2015.932,5,233,327,81.75,0.4587155963302752,10079.66,1,1,2,3,2.0,Hibernating,Budget,Kolkata,2025-08-18,244
CUST0228,2026-01-26,2024-06-11,16,36455.44,38,2278.465,13,83,594,39.6,0.8080808080808081,36455.44,0,3,4,4,3.6666666666666665,Loyal Customers,Regular,Mumbai,2026-03-14,36
CUST0229,2026-02-13,2024-07-15,7,22895.760000000002,24,3270.8228571428576,7,65,578,96.33333333333333,0.3633217993079585,22895.76,0,3,2,3,2.6666666666666665,Potential Loyalists,Budget,Mumbai,2024-01-08,832
CUST0230,2026-03-21,2024-05-06,18,54994.15,49,3055.230555555556,13,29,684,40.23529411764706,0.7894736842105263,54994.15,0,5,4,5,4.666666666666667,Champions,Regular,Hyderabad,2024-10-31,535
CUST0231,2026-03-29,2024-04-27,5,23895.45,13,4779.09,5,21,701,175.25,0.21398002853067047,23895.45,0,5,2,3,3.3333333333333335,New Customers,Budget,Pune,2026-02-24,54
CUST0232,2026-03-13,2024-04-23,8,43563.39,27,5445.42375,8,37,689,98.42857142857143,0.34833091436865027,43563.39,0,4,2,4,3.3333333333333335,New Customers,Regular,Chennai,2024-04-22,727
CUST0233,2026-04-19,2024-06-01,13,51298.14,39,3946.0107692307693,11,0,687,57.25,0.5676855895196506,51298.14,0,5,3,5,4.333333333333333,Loyal Customers,Regular,Delhi,2023-10-02,930
CUST0234,2026-03-18,2024-05-17,8,22645.65,21,2830.70625,6,32,670,95.71428571428571,0.35820895522388063,22645.65,0,4,2,3,3.0,New Customers,Regular,Bangalore,2023-12-25,846
CUST0235,2026-02-07,2024-05-31,12,62787.56,34,5232.296666666666,10,71,617,56.09090909090909,0.5834683954619125,62787.56,0,3,3,5,3.6666666666666665,Loyal Customers,Premium,Mumbai,2023-12-10,861
CUST0236,2026-03-25,2024-04-22,16,47309.5,55,2956.84375,12,25,702,46.8,0.6837606837606838,47309.5,0,5,4,4,4.333333333333333,Champions,Budget,Ahmedabad,2023-08-04,989
CUST0237,2026-02-17,2024-07-03,9,45040.58,27,5004.5088888888895,7,61,594,74.25,0.45454545454545453,45040.58,0,3,2,4,3.0,Potential Loyalists,Regular,Bangalore,2024-05-18,701
CUST0238,2026-03-21,2024-07-01,20,42958.670000000006,58,2147.9335,14,29,628,33.05263157894737,0.9554140127388535,42958.67,0,5,5,4,4.666666666666667,Champions,Premium,Bangalore,2024-07-19,639
CUST0239,2025-11-22,2024-08-05,7,37652.8,30,5378.971428571429,6,148,474,79.0,0.4430379746835443,37652.8,1,2,2,4,2.6666666666666665,Hibernating,Regular,Hyderabad,2025-05-07,347
CUST0240,2025-10-29,2024-08-26,6,17871.92,21,2978.653333333333,5,172,429,85.8,0.4195804195804196,17871.92,1,2,2,3,2.3333333333333335,Hibernating,Premium,Chennai,2024-08-23,604
CUST0241,2025-11-27,2024-07-19,14,74596.23000000001,50,5328.302142857144,8,143,496,38.15384615384615,0.846774193548387,74596.23,1,2,3,5,3.3333333333333335,At Risk,Budget,Mumbai,2023-05-01,1084
CUST0242,2026-03-21,2024-05-24,9,20128.33,26,2236.481111111111,7,29,666,83.25,0.40540540540540543,20128.33,0,5,2,3,3.3333333333333335,New Customers,Budget,Bangalore,2026-01-01,108
CUST0243,2026-01-18,2024-05-31,10,46491.13,34,4649.112999999999,9,91,597,66.33333333333333,0.5025125628140704,46491.13,1,2,3,4,3.0,At Risk,Budget,Mumbai,2025-06-02,321
CUST0244,2026-03-21,2024-06-22,8,33756.090000000004,28,4219.5112500000005,7,29,637,91.0,0.3767660910518053,33756.09,0,5,2,4,3.6666666666666665,New Customers,Regular,Delhi,2024-10-30,536
CUST0245,2025-12-08,2024-07-23,8,23262.65,22,2907.83125,7,132,503,71.85714285714286,0.4771371769383698,23262.65,1,2,2,3,2.3333333333333335,Hibernating,Premium,Hyderabad,2024-11-03,532
CUST0246,2025-11-23,2024-05-10,9,45164.200000000004,34,5018.2444444444445,5,147,562,70.25,0.48042704626334515,45164.2,1,2,2,4,2.6666666666666665,Hibernating,Budget,Delhi,2024-12-23,482
CUST0247,2026-04-01,2024-04-29,12,25297.07,32,2108.0891666666666,11,18,702,63.81818181818182,0.5128205128205129,25297.07,0,5,3,4,4.0,Loyal Customers,Regular,Mumbai,2023-07-07,1017
CUST0248,2025-10-06,2024-11-10,10,52311.11,32,5231.111,10,195,330,36.666666666666664,0.9090909090909091,52311.11,1,1,3,5,3.0,Cant Lose Them,Budget,Kolkata,2023-08-20,973
CUST0249,2026-04-02,2024-07-22,12,55834.52,40,4652.876666666666,11,17,619,56.27272727272727,0.5815831987075929,55834.52,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Ahmedabad,2023-09-23,939
CUST0250,2026-03-31,2024-04-22,9,25889.81,22,2876.645555555556,7,19,708,88.5,0.3813559322033898,25889.81,0,5,2,4,3.6666666666666665,New Customers,Budget,Mumbai,2026-03-20,30
CUST0251,2026-04-15,2024-04-24,15,37505.64,37,2500.3759999999997,12,4,721,51.5,0.624133148404993,37505.64,0,5,4,4,4.333333333333333,Champions,Regular,Chennai,2024-07-23,635
CUST0252,2026-03-21,2024-05-09,15,39994.6,44,2666.3066666666664,12,29,681,48.642857142857146,0.6607929515418502,39994.6,0,5,4,4,4.333333333333333,Champions,Regular,Bangalore,2025-09-05,226
CUST0253,2026-01-26,2024-04-25,12,49461.72,43,4121.81,11,83,641,58.27272727272727,0.5616224648985959,49461.72,0,3,3,4,3.3333333333333335,Loyal Customers,Budget,Bangalore,2025-02-19,424
CUST0254,2026-03-13,2024-05-01,14,61663.74,39,4404.552857142857,13,37,681,52.38461538461539,0.6167400881057269,61663.74,0,4,3,5,4.0,Loyal Customers,Regular,Delhi,2024-06-22,666
CUST0255,2025-12-25,2024-05-14,12,44591.35,37,3715.945833333333,11,115,590,53.63636363636363,0.6101694915254237,44591.35,1,2,3,4,3.0,At Risk,Premium,Ahmedabad,2024-02-03,806
CUST0256,2026-02-21,2024-05-20,17,49596.340000000004,49,2917.4317647058824,15,57,642,40.125,0.7943925233644861,49596.34,0,4,4,4,4.0,Champions,Regular,Hyderabad,2025-07-22,271
CUST0257,2026-03-31,2024-08-27,12,57387.85,31,4782.320833333333,10,19,581,52.81818181818182,0.6196213425129088,57387.85,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Kolkata,2025-11-25,145
CUST0258,2026-03-23,2024-05-06,12,48478.53,36,4039.8775,9,27,686,62.36363636363637,0.5247813411078717,48478.53,0,5,3,4,4.0,Loyal Customers,Regular,Pune,2024-01-08,832
CUST0259,2026-04-09,2024-05-29,12,52492.25,38,4374.354166666667,8,10,680,61.81818181818182,0.5294117647058824,52492.25,0,5,3,5,4.333333333333333,Loyal Customers,Regular,Ahmedabad,2024-04-30,719
CUST0260,2026-04-10,2024-10-07,9,36294.18,22,4032.6866666666665,6,9,550,68.75,0.49090909090909096,36294.18,0,5,2,4,3.6666666666666665,New Customers,Premium,Bangalore,2024-06-03,685
CUST0261,2026-01-15,2024-06-02,12,47835.33,32,3986.2775,8,94,592,53.81818181818182,0.6081081081081081,47835.33,1,2,3,4,3.0,At Risk,Regular,Chennai,2024-10-14,552
CUST0262,2026-02-26,2024-05-03,13,67772.17,44,5213.243846153846,9,52,664,55.333333333333336,0.5873493975903614,67772.17,0,4,3,5,4.0,Loyal Customers,Budget,Ahmedabad,2025-06-01,322
CUST0263,2026-01-17,2024-05-28,11,57881.8,41,5261.981818181818,7,92,599,59.9,0.5509181969949917,57881.8,1,2,3,5,3.3333333333333335,At Risk,Premium,Delhi,2023-11-03,898
CUST0264,2026-03-27,2024-07-22,15,66619.26,44,4441.284,12,23,613,43.785714285714285,0.734094616639478,66619.26,0,5,4,5,4.666666666666667,Champions,Regular,Delhi,2025-09-23,208
CUST0265,2025-10-08,2024-05-25,9,31301.96,27,3477.9955555555553,7,193,501,62.625,0.5389221556886228,31301.96,1,1,2,4,2.3333333333333335,Hibernating,Budget,Pune,2025-04-03,381
